TARGET	OBESERVATIONS	MIN AA	MAX AA	SETTING	ARM	MEAN FLUX	STD FLUX	INTERSTELLAR V	MOLECULE 	PEAK WAVE	PEAK FLUX
HD114886	HD114886_w860_redl_20170502_O18	8188	8313	860	redl	623.4043724	0.1219509601	0	C70p	0	0
HD114886	HD114886_w860_redl_20170502_O13	7670	7787	860	redl	923.7016203	0.07242663341	0	C70p	0	0
HD114886	HD114886_w860_redl_20170502_O3	6809	6912	860	redl	1986.593477	0.1880866514	0	C70p	0	0
HD114886	HD114886_w860_redl_20170502_O2	6734	6835	860	redl	2298.475238	0.03570029627	0	C70p	0	0
HD114886	HD114886_w860_redl_20170502_O12	7574	7689	860	redl	726.3582744	0.4674871894	0	C70p	0	0
HD116852	HD116852_w564_redl_20170429_O23	5510	5592	564	redl	617.2914986	0.04090349628	0		0	0
HD116852	HD116852_w564_redl_20170423_O15	5137	5213	564	redl	1089.815576	0.04224779199	0		0	0
HD116852	HD116852_w564_redl_20170429_O4	4700	4769	564	redl	942.713453	0.02927858268	0		0	0
HD116852	HD116852_w564_redl_20170429_O19	5317	5396	564	redl	721.2540809	0.01621882213	0		0	0
HD116852	HD116852_w564_redl_20170423_O23	5510	5592	564	redl	902.5791427	0.05835064172	0		0	0
HD116852	HD116852_w564_redl_20160329_O6	4774	4844	564	redl	353.5874936	0.04073453845	0		0	0
HD116852	HD116852_w564_redl_20170423_O19	5317	5396	564	redl	1054.27865	0.03454087604	0		0	0
HD116852	HD116852_w564_redl_20160329_O13	5052	5127	564	redl	298.8540962	0.02856214602	0		0	0
HD116852	HD116852_w564_redl_20170429_O15	5137	5213	564	redl	746.5553853	0.021619667	0		0	0
HD116852	HD116852_w564_redl_20170429_O8	4850	4921	564	redl	830.1901053	0.06514825042	0		0	0
HD116852	HD116852_w564_redl_20170423_O2	4628	4696	564	redl	1426.872219	0.07340862003	0		0	0
HD116852	HD116852_w564_redl_20170423_O3	4664	4732	564	redl	1396.129018	0.0655661023	0		0	0
HD116852	HD116852_w564_redl_20170429_O14	5094	5170	564	redl	756.3308736	0.02221821037	0		0	0
HD116852	HD116852_w564_redl_20170429_O9	4889	4961	564	redl	826.2916477	0.03794653507	0		0	0
HD116852	HD116852_w564_redl_20170423_O18	5271	5349	564	redl	1059.86037	0.03390994222	0		0	0
HD116852	HD116852_w564_redl_20160329_O12	5010	5084	564	redl	299.3075309	0.03022528438	0		0	0
HD116852	HD116852_w564_redl_20160329_O7	4812	4882	564	redl	336.8512677	0.09882601744	0		0	0
HD116852	HD116852_w564_redl_20170423_O22	5461	5542	564	redl	954.8651776	0.05436112225	0		0	0
HD116852	HD116852_w564_redl_20170429_O5	4736	4806	564	redl	929.6151904	0.03050934982	0		0	0
HD116852	HD116852_w564_redl_20170429_O18	5271	5349	564	redl	725.3131333	0.01568398595	0		0	0
HD116852	HD116852_w564_redl_20170423_O14	5094	5170	564	redl	1103.354366	0.0415200962	0		0	0
HD116852	HD116852_w564_redl_20170429_O22	5461	5542	564	redl	653.3030438	0.03674497619	0		0	0
HD116852	HD116852_w564_redl_20160329_O24	5566	5644	564	redl	241.6812989	0.03772898909	0		0	0
HD116852	HD116852_w564_redl_20160329_O15	5137	5213	564	redl	294.0894496	0.03041848166	0		0	0
HD116852	HD116852_w564_redl_20170429_O13	5052	5126	564	redl	762.8920577	0.01916741974	0		0	0
HD116852	HD116852_w564_redl_20170423_O4	4700	4769	564	redl	1373.047328	0.05455412016	0		0	0
HD116852	HD116852_w564_redl_20160329_O23	5510	5592	564	redl	249.1309946	0.04508969532	0		0	0
HD116852	HD116852_w564_redl_20170423_O13	5052	5126	564	redl	1112.462333	0.04062676317	0		0	0
HD116852	HD116852_w564_redl_20160329_O19	5317	5396	564	redl	287.6893935	0.02279383454	0		0	0
HD116852	HD116852_w564_redl_20170429_O2	4628	4696	564	redl	984.213982	0.05952546578	0		0	0
HD116852	HD116852_w564_redl_20170423_O8	4850	4921	564	redl	1217.182754	0.07403151864	0		0	0
HD116852	HD116852_w564_redl_20170423_O9	4889	4961	564	redl	1210.529982	0.06154916476	0		0	0
HD116852	HD116852_w564_redl_20170429_O3	4664	4732	564	redl	959.748061	0.04116320588	0		0	0
HD116852	HD116852_w564_redl_20170423_O12	5010	5084	564	redl	1117.318715	0.04073662619	0		0	0
HD116852	HD116852_w564_redl_20160329_O18	5271	5349	564	redl	288.7070699	0.02721721728	0		0	0
HD116852	HD116852_w564_redl_20170429_O24	5566	5644	564	redl	597.371112	0.03474882108	0		0	0
HD116852	HD116852_w564_redl_20160329_O22	5461	5542	564	redl	262.782092	0.04004639279	0		0	0
HD116852	HD116852_w564_redl_20170423_O5	4736	4806	564	redl	1355.686299	0.0509154671	0		0	0
HD116852	HD116852_w564_redl_20170429_O12	5010	5084	564	redl	766.8257004	0.02219098331	0		0	0
HD116852	HD116852_w564_redl_20160329_O14	5094	5170	564	redl	297.3770845	0.04091164111	0		0	0
HD116852	HD116852_w564_redl_20160329_O1	4593	4661	564	redl	231.7546689	0.7892151015	0		0	0
HD116852	HD116852_w564_redl_20170423_O24	5566	5644	564	redl	883.1397174	0.0440524306	0		0	0
HD116852	HD116852_w564_redl_20170423_O6	4774	4844	564	redl	1339.060508	0.05092473091	0		0	0
HD116852	HD116852_w564_redl_20170429_O11	4969	5042	564	redl	782.2344399	0.03340465521	0		0	0
HD116852	HD116852_w564_redl_20160329_O17	5226	5303	564	redl	289.3220353	0.0279820627	0		0	0
HD116852	HD116852_w564_redl_20160329_O2	4628	4696	564	redl	376.5287642	0.08749598389	0		0	0
HD116852	HD116852_w564_redl_20170423_O11	4969	5042	564	redl	1142.188418	0.05659002163	0		0	0
HD116852	HD116852_w564_redl_20160329_O21	5412	5493	564	redl	274.3491876	0.03663787919	0		0	0
HD116852	HD116852_w564_redl_20160329_O20	5364	5444	564	redl	285.8630497	0.5129656933	0		0	0
HD116852	HD116852_w564_redl_20170423_O10	4929	5001	564	redl	1179.490012	0.05587046794	0		0	0
HD116852	HD116852_w564_redl_20170429_O1	4593	4661	564	redl	633.5188764	0.7541138723	0		0	0
HD116852	HD116852_w564_redl_20160329_O3	4664	4732	564	redl	370.6027506	0.1428778061	0		0	0
HD116852	HD116852_w564_redl_20160329_O16	5181	5258	564	redl	291.3493788	0.02780026023	0		0	0
HD116852	HD116852_w564_redl_20170429_O10	4929	5001	564	redl	806.5015999	0.03387162642	0		0	0
HD116852	HD116852_w564_redl_20170423_O7	4811	4882	564	redl	1270.575905	0.1051437766	0		0	0
HD116852	HD116852_w564_redl_20170429_O6	4774	4844	564	redl	915.2116232	0.02528838108	0		0	0
HD116852	HD116852_w564_redl_20170423_O17	5226	5303	564	redl	1064.921989	0.03721522591	0		0	0
HD116852	HD116852_w564_redl_20160329_O8	4850	4922	564	redl	322.4978166	0.06627360231	0		0	0
HD116852	HD116852_w564_redl_20170429_O21	5412	5493	564	redl	684.0641291	0.02962514265	0		0	0
HD116852	HD116852_w564_redl_20170429_O17	5226	5303	564	redl	728.9896186	0.01843710511	0		0	0
HD116852	HD116852_w564_redl_20160329_O11	4969	5043	564	redl	305.4094283	0.04604479865	0		0	0
HD116852	HD116852_w564_redl_20160329_O4	4700	4769	564	redl	362.3283902	0.04535538894	0		0	0
HD116852	HD116852_w564_redl_20170423_O21	5412	5493	564	redl	999.7434985	0.0469240254	0		0	0
HD116852	HD116852_w564_redl_20170423_O20	5364	5444	564	redl	1028.360103	0.05323879634	0		0	0
HD116852	HD116852_w564_redl_20160329_O5	4736	4806	564	redl	357.4825581	0.03936938949	0		0	0
HD116852	HD116852_w564_redl_20160329_O10	4929	5002	564	redl	314.4434328	0.04286611106	0		0	0
HD116852	HD116852_w564_redl_20170429_O16	5181	5258	564	redl	736.5375127	0.01950502218	0		0	0
HD116852	HD116852_w564_redl_20170423_O1	4593	4661	564	redl	897.1380145	0.7601912418	0		0	0
HD116852	HD116852_w564_redl_20170429_O20	5364	5444	564	redl	703.4823695	0.03825666899	0		0	0
HD116852	HD116852_w564_redl_20160329_O9	4889	4961	564	redl	321.7257736	0.05630183006	0		0	0
HD116852	HD116852_w564_redl_20170423_O16	5181	5258	564	redl	1075.94475	0.03980686445	0		0	0
HD116852	HD116852_w564_redl_20170429_O7	4811	4882	564	redl	866.1477199	0.08866297715	0		0	0
HD116852	HD116852_w564_redu_20160329_O3	5772	5859	564	redu	209.9816939	0.04167172726	0		0	0
HD116852	HD116852_w564_redu_20170423_O13	6379	6475	564	redu	979.1388314	0.01442047633	0	C70	0	0
HD116852	HD116852_w564_redu_20170423_O7	6001	6090	564	redu	820.1471435	0.0297255407	0	C70	0	0
HD116852	HD116852_w564_redu_20170429_O13	6379	6475	564	redu	670.1007065	0.01369368116	0	C70	0	0
HD116852	HD116852_w564_redu_20160329_O15	6516	6614	564	redu	282.5247277	0.04984376088	0	C70	0	0
HD116852	HD116852_w564_redu_20170429_O1	5664	5749	564	redu	492.8689169	0.129937575	0	C70	0	0
HD116852	HD116852_w564_redu_20160329_O14	6447	6544	564	redu	291.1768042	0.03812806101	0	C70	0	0
HD116852	HD116852_w564_redu_20170429_O12	6313	6407	564	redu	646.4568829	0.01831793248	0	C70	0	0
HD116852	HD116852_w564_redu_20170423_O6	5942	6031	564	redu	835.4007947	0.02812459308	0	C70	0	0
HD116852	HD116852_w564_redu_20170423_O12	6313	6407	564	redu	944.5659388	0.01097953073	0	C70	0	0
HD116852	HD116852_w564_redu_20160329_O2	5718	5803	564	redu	202.3469561	0.02015668421	0	C70	0	0
HD116852	HD116852_w564_redu_20160329_O9	6122	6214	564	redu	236.5549299	0.0158294737	0	C70	0	0
HD116852	HD116852_w564_redu_20170429_O15	6516	6614	564	redu	641.1531821	0.05189597018	0	C70	0	0
HD116852	HD116852_w564_redu_20160329_O13	6379	6475	564	redu	292.2371235	0.02561723126	0	C70	0	0
HD116852	HD116852_w564_redu_20170429_O7	6000	6090	564	redu	562.3170578	0.01841360077	0	C70	0	0
HD116852	HD116852_w564_redu_20160329_O5	5884	5972	564	redu	234.4398813	0.07755769887	0	C70	0	0
HD116852	HD116852_w564_redu_20170423_O15	6516	6614	564	redu	936.9573044	0.05382320027	0	C70	0	0
HD116852	HD116852_w564_redu_20170423_O1	5665	5749	564	redu	712.8997652	0.1561770412	0	C70	0	0
HD116852	HD116852_w564_redu_20170423_O14	6447	6544	564	redu	973.2186498	0.03004959314	0	C70	0	0
HD116852	HD116852_w564_redu_20160329_O4	5828	5915	564	redu	221.5011748	0.09501351968	0	C60	0	0
HD116852	HD116852_w564_redu_20170429_O6	5942	6031	564	redu	574.5609406	0.0170196143	0	C70	0	0
HD116852	HD116852_w564_redu_20160329_O12	6313	6408	564	redu	279.9520203	0.03226410128	0	C70	0	0
HD116852	HD116852_w564_redu_20170429_O14	6447	6544	564	redu	667.4280423	0.01779450945	0	C70	0	0
HD116852	HD116852_w564_redu_20160329_O8	6061	6151	564	redu	234.9732432	0.01389083795	0	C70	0	0
HD116852	HD116852_w564_redu_20170429_O5	5884	5972	564	redu	567.377274	0.07069429356	0	C70	0	0
HD116852	HD116852_w564_redu_20160329_O11	6248	6342	564	redu	258.7610417	0.07037942869	0	C70	0	0
HD116852	HD116852_w564_redu_20170429_O9	6122	6213	564	redu	554.5154936	0.009813041921	0	C70	0	0
HD116852	HD116852_w564_redu_20170423_O3	5772	5859	564	redu	740.4469343	0.02390515384	0	C70	0	0
HD116852	HD116852_w564_redu_20160329_O7	6001	6091	564	redu	237.2217584	0.0156601655	0	C70	0	0
HD116852	HD116852_w564_redu_20160329_O6	5942	6031	564	redu	240.1782025	0.02309117014	0	C70	0	0
HD116852	HD116852_w564_redu_20170423_O16	6590	6686	564	redu	936.5275451	0.02697107625	0	C70	0	0
HD116852	HD116852_w564_redu_20170423_O2	5718	5803	564	redu	716.8898693	0.03551032834	0	C70	0	0
HD116852	HD116852_w564_redu_20170429_O8	6060	6151	564	redu	553.3835735	0.01400065982	0	C70	0	0
HD116852	HD116852_w564_redu_20170429_O16	6590	6686	564	redu	637.2592542	0.01889507002	0	C70	0	0
HD116852	HD116852_w564_redu_20160329_O10	6184	6277	564	redu	245.5818386	0.02851465073	0	C70	0	0
HD116852	HD116852_w564_redu_20170429_O4	5828	5915	564	redu	533.8933461	0.08914479209	0	C60	0	0
HD116852	HD116852_w564_redu_20170423_O5	5884	5972	564	redu	822.2120471	0.07170906881	0	C70	0	0
HD116852	HD116852_w564_redu_20170423_O11	6248	6341	564	redu	875.6339518	0.05045442264	0	C70	0	0
HD116852	HD116852_w564_redu_20160329_O1	5665	5749	564	redu	195.2374745	0.2287420333	0	C70	0	0
HD116852	HD116852_w564_redu_20170429_O3	5772	5859	564	redu	508.0381663	0.03264166166	0	C70	0	0
HD116852	HD116852_w564_redu_20170423_O9	6122	6213	564	redu	809.5389748	0.01566067045	0	C70	0	0
HD116852	HD116852_w564_redu_20170429_O11	6248	6341	564	redu	600.3184497	0.05278146138	0	C70	0	0
HD116852	HD116852_w564_redu_20170429_O10	6184	6277	564	redu	573.2977439	0.01880772206	0	C70	0	0
HD116852	HD116852_w564_redu_20160329_O16	6590	6686	564	redu	280.6039907	0.01496531194	0	C70	0	0
HD116852	HD116852_w564_redu_20170423_O8	6060	6151	564	redu	807.5687357	0.0242587882	0	C70	0	0
HD116852	HD116852_w564_redu_20170429_O2	5718	5803	564	redu	491.7296052	0.01870489763	0	C70	0	0
HD116852	HD116852_w564_redu_20170423_O10	6184	6277	564	redu	837.084315	0.01330325132	0	C70	0	0
HD116852	HD116852_w564_redu_20170423_O4	5828	5915	564	redu	776.1539227	0.08712127884	0	C60	0	0
HD116852	HD116852_w860_redl_20170424_O14	7768	7887	860	redl	711.6908551	0.04546856958	0	C70p	0	0
HD116852	HD116852_w860_redl_20170424_O2	6734	6835	860	redl	1991.496614	0.06357176257	0	C70p	0	0
HD116852	HD116852_w860_redl_20170424_O18	8188	8313	860	redl	491.9611929	0.1310503615	0	C70p	0	0
HD116852	HD116852_w860_redl_20170424_O19	8300	8427	860	redl	469.1143033	0.06215975092	0	C70p	0	0
HD116852	HD116852_w860_redl_20170424_O3	6809	6912	860	redl	1699.076957	0.2162378128	0	C70p	0	0
HD116852	HD116852_w860_redl_20170424_O15	7869	7989	860	redl	651.1975707	0.04735637427	0	C70p	0	0
HD116852	HD116852_w860_redl_20170424_O4	6887	6990	860	redl	1598.6276	0.1328526159	0	C70p	0	0
HD116852	HD116852_w860_redl_20170424_O8	7214	7323	860	redl	1141.675274	0.109744205	0	C70p	0	0
HD116852	HD116852_w860_redl_20170424_O12	7574	7689	860	redl	573.1027017	0.5152983355	0	C70p	0	0
HD116852	HD116852_w860_redl_20170424_O13	7670	7787	860	redl	760.4493848	0.08377004632	0	C70p	0	0
HD116852	HD116852_w860_redl_20170424_O9	7301	7411	860	redl	1078.592907	0.0551662574	0	C70p	0	0
HD116852	HD116852_w860_redl_20170424_O5	6966	7071	860	redl	1523.37736	0.06834656516	0	C70p	0	0
HD116852	HD116852_w860_redl_20170424_O6	7047	7153	860	redl	1402.243167	0.04865774961	0	C70p	0	0
HD116852	HD116852_w860_redl_20170424_O10	7390	7502	860	redl	999.5674208	0.04851973253	0	C70p	0	0
HD116852	HD116852_w860_redl_20170424_O11	7481	7594	860	redl	911.5175928	0.08187407142	0	C70p	0	0
HD116852	HD116852_w860_redl_20170424_O7	7129	7237	860	redl	1248.458412	0.1210727262	0	C70p	0	0
HD116852	HD116852_w860_redl_20170424_O16	7973	8094	860	redl	599.8929532	0.04469397971	0	C70p	0	0
HD116852	HD116852_w860_redl_20170424_O20	8415	8544	860	redl	445.4713915	0.0353588104	0	C70p	0	0
HD116852	HD116852_w860_redl_20170424_O1	6660	6760	860	redl	1243.819684	0.8220254904	0	C70p	0	0
HD116852	HD116852_w860_redl_20170424_O17	8079	8202	860	redl	533.5710458	0.1255345526	0	C70p	0	0
HD122879	HD122879_w564_redl_20160318_O21	5412	5493	564	redl	1783.641947	0.01146204376	0		0	0
HD122879	HD122879_w564_redl_20160318_O17	5226	5303	564	redl	1833.833102	0.01932588444	0		0	0
HD122879	HD122879_w564_redl_20160318_O6	4774	4844	564	redl	2085.210579	0.0169020466	0		0	0
HD122879	HD122879_w564_redl_20160318_O7	4812	4883	564	redl	1990.671782	0.06152664037	0		0	0
HD122879	HD122879_w564_redl_20160318_O16	5181	5258	564	redl	1831.328616	0.01790326872	0		0	0
HD122879	HD122879_w564_redl_20160318_O20	5364	5444	564	redl	1826.152512	0.01662714139	0		0	0
HD122879	HD122879_w564_redl_20160318_O11	4969	5043	564	redl	1853.30053	0.02599571465	0		0	0
HD122879	HD122879_w564_redl_20160318_O1	4593	4661	564	redl	1382.895009	0.7694265532	0		0	0
HD122879	HD122879_w564_redl_20160318_O10	4929	5002	564	redl	1892.642885	0.01231218672	0		0	0
HD122879	HD122879_w564_redl_20160318_O2	4628	4696	564	redl	2146.899249	0.06365464031	0		0	0
HD122879	HD122879_w564_redl_20160318_O13	5052	5127	564	redl	1841.86917	0.01932339524	0		0	0
HD122879	HD122879_w564_redl_20160318_O24	5567	5644	564	redl	1588.404518	0.01337005975	0		0	0
HD122879	HD122879_w564_redl_20160318_O12	5010	5084	564	redl	1829.449163	0.03300248051	0		0	0
HD122879	HD122879_w564_redl_20160318_O3	4664	4732	564	redl	2147.773061	0.03610030754	0		0	0
HD122879	HD122879_w564_redl_20160318_O23	5510	5593	564	redl	1649.313106	0.01200311179	0		0	0
HD122879	HD122879_w564_redl_20160318_O8	4850	4922	564	redl	1914.950707	0.06047134006	0		0	0
HD122879	HD122879_w564_redl_20160318_O19	5317	5396	564	redl	1851.178281	0.01728775562	0		0	0
HD122879	HD122879_w564_redl_20160318_O4	4700	4769	564	redl	2118.723307	0.02838276441	0		0	0
HD122879	HD122879_w564_redl_20160318_O15	5137	5213	564	redl	1835.150229	0.01597172416	0		0	0
HD122879	HD122879_w564_redl_20160318_O14	5094	5170	564	redl	1840.663561	0.01638937113	0		0	0
HD122879	HD122879_w564_redl_20160318_O5	4737	4806	564	redl	2105.377796	0.02000707377	0		0	0
HD122879	HD122879_w564_redl_20160318_O18	5271	5349	564	redl	1844.98366	0.02034065361	0		0	0
HD122879	HD122879_w564_redl_20160318_O9	4889	4961	564	redl	1908.358192	0.03932786829	0		0	0
HD122879	HD122879_w564_redl_20160318_O22	5461	5542	564	redl	1722.069559	0.01122350429	0		0	0
HD122879	HD122879_w564_redu_20160318_O3	5772	5859	564	redu	1420.048808	0.05382827669	0		0	0
HD122879	HD122879_w564_redu_20160318_O11	6248	6342	564	redu	1749.014133	0.06591808947	0	C70	0	0
HD122879	HD122879_w564_redu_20160318_O10	6184	6277	564	redu	1663.126508	0.03766394861	0	C70	0	0
HD122879	HD122879_w564_redu_20160318_O2	5718	5803	564	redu	1361.189456	0.0268973328	0	C70	0	0
HD122879	HD122879_w564_redu_20160318_O9	6122	6214	564	redu	1598.734221	0.0221746806	0	C70	0	0
HD122879	HD122879_w564_redu_20160318_O5	5884	5972	564	redu	1572.863369	0.1187684609	0	C70	0	0
HD122879	HD122879_w564_redu_20160318_O4	5828	5915	564	redu	1478.736895	0.1282200207	0	C60	0	0
HD122879	HD122879_w564_redu_20160318_O16	6591	6686	564	redu	1906.388053	0.01385773625	0	C60	0	0
HD122879	HD122879_w564_redu_20160318_O8	6061	6152	564	redu	1595.378651	0.01461049963	0	C70	0	0
HD122879	HD122879_w564_redu_20160318_O15	6516	6614	564	redu	1958.169344	0.0279685396	0	C70	0	0
HD122879	HD122879_w564_redu_20160318_O7	6001	6091	564	redu	1609.932063	0.01185389711	0	C70	0	0
HD122879	HD122879_w564_redu_20160318_O6	5942	6031	564	redu	1624.319434	0.02353774069	0	C70	0	0
HD122879	HD122879_w564_redu_20160318_O14	6447	6544	564	redu	1968.560842	0.02976216109	0	C70	0	0
HD122879	HD122879_w564_redu_20160318_O1	5665	5749	564	redu	1344.293872	0.1337319405	0	C70	0	0
HD122879	HD122879_w564_redu_20160318_O13	6379	6475	564	redu	1974.591364	0.02032189834	0	C70	0	0
HD122879	HD122879_w564_redu_20160318_O12	6313	6408	564	redu	1899.178779	0.04054052848	0	C70	0	0
HD122879	HD122879_w860_redl_20160318_O11	7481	7595	860	redl	1164.065796	0.06357716596	0	C70p	0	0
HD122879	HD122879_w860_redl_20160318_O2	6734	6835	860	redl	2363.509852	0.03479544719	0	C70p	0	0
HD122879	HD122879_w860_redl_20160318_O3	6810	6912	860	redl	2053.587903	0.1867275985	0	C70p	0	0
HD122879	HD122879_w860_redl_20160318_O10	7390	7502	860	redl	1260.442862	0.028382283	0	C70p	0	0
HD122879	HD122879_w860_redl_20160318_O17	8079	8202	860	redl	707.3114544	0.1720173678	0	C70p	0	0
HD122879	HD122879_w860_redl_20160318_O4	6887	6991	860	redl	1925.01852	0.1262363289	0	C70p	0	0
HD122879	HD122879_w860_redl_20160318_O8	7214	7324	860	redl	1368.304039	0.1604778368	0	C70p	0	0
HD122879	HD122879_w860_redl_20160318_O9	7301	7412	860	redl	1331.300939	0.06951924181	0	C70p	0	0
HD122879	HD122879_w860_redl_20160318_O20	8416	8544	860	redl	630.2322818	0.02785808946	0	C70p	0	0
HD122879	HD122879_w860_redl_20160318_O5	6966	7071	860	redl	1830.260281	0.0650295303	0	C70p	0	0
HD122879	HD122879_w860_redl_20160318_O16	7973	8094	860	redl	808.3164083	0.03536010086	0	C70p	0	0
HD122879	HD122879_w860_redl_20160318_O6	7047	7153	860	redl	1709.243654	0.03940739625	0	C70p	0	0
HD122879	HD122879_w860_redl_20160318_O15	7869	7989	860	redl	864.8540993	0.04308579713	0	C70p	0	0
HD122879	HD122879_w860_redl_20160318_O19	8300	8427	860	redl	645.4299084	0.08956968962	0	C70p	0	0
HD122879	HD122879_w860_redl_20160318_O18	8188	8313	860	redl	660.1935113	0.185199761	0	C70p	0	0
HD122879	HD122879_w860_redl_20160318_O14	7769	7887	860	redl	935.4715073	0.02805821218	0	C70p	0	0
HD122879	HD122879_w860_redl_20160318_O7	7130	7237	860	redl	1498.416469	0.1643175179	0	C70p	0	0
HD122879	HD122879_w860_redl_20160318_O13	7670	7787	860	redl	980.7774578	0.07042675828	1.301608911	C70p	[7698.53404566]	[0.87486529]
HD122879	HD122879_w860_redl_20160318_O12	7575	7690	860	redl	777.003451	0.4564050399	0	C70p	0	0
HD122879	HD122879_w860_redl_20160318_O1	6660	6760	860	redl	1497.590269	0.8190260442	0	C70p	0	0
HD124314	HD124314_w564_redl_20170501_O7	4811	4882	564	redl	1866.692754	0.07713601627	0		0	0
HD124314	HD124314_w564_redl_20170501_O20	5364	5444	564	redl	1761.128367	0.03548783423	0		0	0
HD124314	HD124314_w564_redl_20170501_O16	5181	5258	564	redl	1765.568649	0.007563819403	0		0	0
HD124314	HD124314_w564_redl_20170501_O17	5226	5303	564	redl	1770.438978	0.007756671707	0		0	0
HD124314	HD124314_w564_redl_20170501_O6	4774	4844	564	redl	1971.651169	0.008421544104	0		0	0
HD124314	HD124314_w564_redl_20170501_O21	5412	5492	564	redl	1733.672657	0.02126095654	0		0	0
HD124314	HD124314_w564_redl_20170501_O10	4929	5001	564	redl	1801.031722	0.01281517516	0		0	0
HD124314	HD124314_w564_redl_20170501_O1	4593	4661	564	redl	1407.189629	0.7398049415	0		0	0
HD124314	HD124314_w564_redl_20170501_O11	4969	5042	564	redl	1771.36942	0.01227949194	0		0	0
HD124314	HD124314_w564_redl_20170501_O12	5010	5084	564	redl	1761.929164	0.01099016521	0		0	0
HD124314	HD124314_w564_redl_20170501_O24	5567	5644	564	redl	1567.103455	0.02234997287	0		0	0
HD124314	HD124314_w564_redl_20170501_O3	4664	4732	564	redl	2057.929116	0.02592396408	0		0	0
HD124314	HD124314_w564_redl_20170501_O2	4628	4696	564	redl	2130.697727	0.04004939718	0		0	0
HD124314	HD124314_w564_redl_20170501_O13	5052	5126	564	redl	1770.37817	0.007939871744	0		0	0
HD124314	HD124314_w564_redl_20170501_O22	5461	5542	564	redl	1680.892687	0.02394551589	0		0	0
HD124314	HD124314_w564_redl_20170501_O5	4736	4806	564	redl	1990.344854	0.01409314861	0		0	0
HD124314	HD124314_w564_redl_20170501_O18	5271	5349	564	redl	1786.954778	0.007876176482	0		0	0
HD124314	HD124314_w564_redl_20170501_O9	4889	4961	564	redl	1827.855304	0.01193244843	0		0	0
HD124314	HD124314_w564_redl_20170501_O14	5094	5169	564	redl	1774.309073	0.006363195169	0		0	0
HD124314	HD124314_w564_redl_20170501_O15	5137	5213	564	redl	1771.390689	0.007716524051	0		0	0
HD124314	HD124314_w564_redl_20170501_O8	4850	4921	564	redl	1804.10989	0.05907318621	0		0	0
HD124314	HD124314_w564_redl_20170501_O19	5317	5396	564	redl	1796.459745	0.006783005765	0		0	0
HD124314	HD124314_w564_redl_20170501_O23	5510	5592	564	redl	1610.891097	0.02384641426	0		0	0
HD124314	HD124314_w564_redl_20170501_O4	4700	4769	564	redl	2017.26724	0.01411140069	0		0	0
HD124314	HD124314_w564_redu_20170501_O2	5718	5803	564	redu	1320.835618	0.02551060046	0		0	0
HD124314	HD124314_w564_redu_20170501_O10	6184	6277	564	redu	1621.811784	0.02641418086	0	C70	0	0
HD124314	HD124314_w564_redu_20170501_O11	6248	6341	564	redu	1703.177026	0.06035556639	0	C70	0	0
HD124314	HD124314_w564_redu_20170501_O3	5772	5858	564	redu	1369.004598	0.04842359905	0	C70	0	0
HD124314	HD124314_w564_redu_20170501_O4	5828	5915	564	redu	1451.50726	0.116258985	0	C60	0	0
HD124314	HD124314_w564_redu_20170501_O16	6590	6686	564	redu	1888.135228	0.01889094434	0	C60	0	0
HD124314	HD124314_w564_redu_20170501_O8	6060	6151	564	redu	1556.55382	0.008771654688	0	C70	0	0
HD124314	HD124314_w564_redu_20170501_O9	6122	6213	564	redu	1555.132877	0.01493043387	0	C70	0	0
HD124314	HD124314_w564_redu_20170501_O5	5884	5972	564	redu	1546.226537	0.1107533553	0	C70	0	0
HD124314	HD124314_w564_redu_20170501_O14	6447	6544	564	redu	1933.48383	0.01676242141	0	C70	0	0
HD124314	HD124314_w564_redu_20170501_O6	5942	6031	564	redu	1588.428055	0.01037901463	0	C70	0	0
HD124314	HD124314_w564_redu_20170501_O7	6000	6090	564	redu	1568.715639	0.009973144685	0	C70	0	0
HD124314	HD124314_w564_redu_20170501_O15	6516	6614	564	redu	1886.622916	0.04841494298	0	C70	0	0
HD124314	HD124314_w564_redu_20170501_O12	6313	6407	564	redu	1853.826454	0.02451257952	0	C70	0	0
HD124314	HD124314_w564_redu_20170501_O1	5664	5749	564	redu	1334.187252	0.06784432059	0	C70	0	0
HD124314	HD124314_w564_redu_20170501_O13	6379	6475	564	redu	1933.767496	0.009286118325	0	C70	0	0
HD124314	HD124314_w860_redl_20170420_O11	7481	7595	860	redl	223.604749	0.07514773264	0	C70p	0	0
HD124314	HD124314_w860_redl_20170502_O15	7869	7989	860	redl	1067.414815	0.03202429974	0	C70p	0	0
HD124314	HD124314_w860_redl_20170502_O5	6966	7071	860	redl	2301.154266	0.04101499815	0	C70p	0	0
HD124314	HD124314_w860_redl_20170420_O1	6660	6760	860	redl	294.0949159	0.7806372333	0	C70p	0	0
HD124314	HD124314_w860_redl_20170502_O9	7301	7411	860	redl	1676.455364	0.04388423654	0	C70p	0	0
HD124314	HD124314_w860_redl_20170502_O19	8300	8428	860	redl	794.0870914	0.0544579394	0	C70p	0	0
HD124314	HD124314_w860_redl_20170502_O18	8188	8314	860	redl	830.7217438	0.1230923846	0	C70p	0	0
HD124314	HD124314_w860_redl_20170502_O8	7214	7323	860	redl	1765.507907	0.09645978894	0	C70p	0	0
HD124314	HD124314_w860_redl_20170502_O4	6887	6990	860	redl	2403.586667	0.1196273138	0	C70p	0	0
